height,operation,latency,throughput
1,LOAD,117252,4264319.585166991
2,LOAD,104142,4801136.909220103
3,LOAD,1945743,256971.2444038087
4,LOAD,58337405,8570.830327471715
5,LOAD,56649193,8826.251064159025
6,LOAD,60338963,8286.519607570981
7,LOAD,69260804,7219.090324160834
8,LOAD,56574915,8837.839173068136
9,LOAD,66953305,7467.891241515262
10,LOAD,63413121,7884.803525125344
11,LOAD,57522223,8692.29271615598
12,LOAD,55805854,8959.633518017661
13,LOAD,62259033,8030.963153571627
14,LOAD,55662490,8982.709900329646
15,LOAD,67733857,7381.8326926222435
16,LOAD,61864067,8082.236171120143
17,LOAD,68487138,7300.6408882205005
18,LOAD,65300388,7656.922344779943
19,LOAD,76264723,6556.111139353381
20,LOAD,81236166,6154.894114525297
21,LOAD,64737721,7723.472378646138
22,LOAD,60612316,8249.14857237925
23,LOAD,71699197,6973.578797542182
24,LOAD,70607374,7081.413337932664
25,LOAD,74330147,6726.745744226767
26,LOAD,73362754,6815.447522594368
27,LOAD,79170838,6315.456708946292
28,LOAD,74456188,6715.358567645177
29,LOAD,75279914,6641.877938383404
30,LOAD,72806019,6867.564067745553
31,LOAD,71761057,6967.567381288713
32,LOAD,94883918,5269.596898391148
33,LOAD,76497339,6536.175068782458
34,LOAD,73729740,6781.52398204578
35,LOAD,77523562,6449.652042562234
36,LOAD,75874733,6589.809021140147
37,LOAD,82492870,6061.129889164966
38,LOAD,73681030,6786.0071988678765
39,LOAD,79586222,6282.494474985884
40,LOAD,78946329,6333.416719097857
41,LOAD,85990126,5814.621088007244
42,LOAD,76769508,6513.002532203281
43,LOAD,78904849,6336.746173863155
44,LOAD,79977481,6251.759792234517
45,LOAD,80327334,6224.531241133934
46,LOAD,81320484,6148.512347762219
47,LOAD,116347525,4297.470014940155
48,LOAD,80536417,6208.37154948177
49,LOAD,93165231,5366.80899766137
50,LOAD,89366865,5594.9148490326925
51,LOAD,78814222,6344.0326797871585
52,LOAD,91566481,5460.513438318111
53,LOAD,88403570,5655.880186739066
54,LOAD,106698780,4686.08919427195
55,LOAD,72896225,6859.065747231766
56,LOAD,81605703,6127.022764573207
57,LOAD,85352321,5858.071510439651
58,LOAD,85079105,5876.8836367049225
59,LOAD,95225810,5250.677311119747
60,LOAD,87505930,5713.898475223336
61,LOAD,86621004,5772.272046165615
62,LOAD,97344575,5136.393065561178
63,LOAD,95709330,5224.151083285193
64,LOAD,89480698,5587.797269976593
65,LOAD,86584307,5774.718506437893
66,LOAD,87424587,5719.214893174159
67,LOAD,92706042,5393.39172736983
68,LOAD,90782673,5507.65893399063
69,LOAD,98012875,5101.370610748843
70,LOAD,108905319,4591.143982600152
71,LOAD,90162776,5545.525794369952
72,LOAD,88930196,5622.38724853367
73,LOAD,91009360,5493.940403492565
74,LOAD,89532859,5584.5418719399995
75,LOAD,89289533,5599.7605004832985
76,LOAD,101066906,4947.217836073858
77,LOAD,87892819,5688.7468815854
78,LOAD,91333863,5474.420807099772
79,LOAD,93017889,5375.31011911053
80,LOAD,90988000,5495.230140238273
81,LOAD,89242137,5602.734501976348
82,LOAD,109642261,4560.285381199864
83,LOAD,87818426,5693.565949360103
84,LOAD,92678888,5394.9719379455655
85,LOAD,94902290,5268.576764585976
86,LOAD,93028126,5374.718609294569
87,LOAD,95941501,5211.509042369475
88,LOAD,93407605,5352.883204745481
89,LOAD,133410836,3747.8215037944897
90,LOAD,132985314,3759.8136588225075
91,LOAD,100366608,4981.73655524953
92,LOAD,97464464,5130.07489581023
93,LOAD,113544580,4403.556735160762
94,LOAD,92765846,5389.914732195727
95,LOAD,106103276,4712.389841761342
96,LOAD,100539635,4973.16307145933
97,LOAD,113308782,4412.720630956919
98,LOAD,105556928,4736.780517144265
99,LOAD,101927235,4905.460253091335
100,LOAD,105005204,4761.668764530947
101,LOAD,113976839,4386.856175226969
102,LOAD,105035962,4760.274390593957
103,LOAD,107145247,4666.562577432856
104,LOAD,98772965,5062.113909408308
105,LOAD,119773029,4174.562538616269
106,LOAD,102979139,4855.352305868473
107,LOAD,108277270,4617.774349131632
108,LOAD,116357952,4297.08491259798
109,LOAD,107805932,4637.963706857987
110,LOAD,107028582,4671.649298315472
111,LOAD,107010553,4672.436371766063
112,LOAD,116515835,4291.262213415027
113,LOAD,118478597,4220.171513340928
114,LOAD,107873622,4635.053414633653
115,LOAD,114280142,4375.213324463667
116,LOAD,104813722,4770.367757763625
117,LOAD,106617172,4689.67606831665
118,LOAD,103434839,4833.961214944222
119,LOAD,113354613,4410.936500660983
120,LOAD,108545971,4606.343242348443
121,LOAD,107636601,4645.260026373371
122,LOAD,106545546,4692.828736360317
123,LOAD,110073939,4542.4012672064
124,LOAD,109982863,4546.1627962894545
125,LOAD,116670998,4285.555181417065
126,LOAD,107370380,4656.777781730865
127,LOAD,108161908,4622.699518207463
128,LOAD,108362597,4614.138215975019
129,LOAD,108108101,4625.00030409377
130,LOAD,108898462,4591.433072764609
131,LOAD,111828188,4471.144609800885
132,LOAD,108856119,4593.219054594441
133,LOAD,117657244,4249.632092351237
134,LOAD,109778606,4554.621507946639
135,LOAD,118701120,4212.260170754917
136,LOAD,114635087,4361.666336939231
137,LOAD,116709237,4284.151047958612
138,LOAD,106277926,4704.645817043889
139,LOAD,111648430,4478.343313918521
140,LOAD,115358447,4334.316324490742
141,LOAD,110025886,4544.385127696222
142,LOAD,115213361,4339.774446819583
143,LOAD,120344116,4154.7523603065065
144,LOAD,102974171,4855.5865528647955
145,LOAD,119413937,4187.115947780869
146,LOAD,116362214,4296.927523225022
147,LOAD,112844737,4430.866811271845
148,LOAD,117926903,4239.914618973755
149,LOAD,110290469,4533.483305796804
150,LOAD,116110421,4306.245690040173
151,LOAD,115877722,4314.89324583029
152,LOAD,117365872,4260.18221037884
153,LOAD,114740056,4357.676102232336
154,LOAD,113356206,4410.874513566553
155,LOAD,113591435,4401.740324875727
156,LOAD,113566938,4402.689803963897
157,LOAD,115274998,4337.453989806185
158,LOAD,101008376,4950.084535563665
159,LOAD,113777818,4394.529696465088
160,LOAD,113991312,4386.299194450889
161,LOAD,113400447,4409.153695840369
162,LOAD,115750903,4319.620729006321
163,LOAD,114945850,4349.8743103818015
164,LOAD,110274984,4534.119905199896
165,LOAD,102656360,4870.618829656535
166,LOAD,114000661,4385.9394815263395
167,LOAD,110709516,4516.323601306323
168,LOAD,113973446,4386.986772339936
169,LOAD,113243099,4415.280086956999
170,LOAD,122643858,4076.8450059684196
171,LOAD,107938103,4632.284486230038
172,LOAD,113330405,4411.878701042319
173,LOAD,111772060,4473.389861473431
174,LOAD,120870179,4136.669641235495
175,LOAD,111057200,4502.184459899943
176,LOAD,121843321,4103.630760359856
177,LOAD,112301800,4452.2883871852455
178,LOAD,122518724,4081.0088750189725
179,LOAD,111299302,4492.391156235643
180,LOAD,122892114,4068.6093169493365
181,LOAD,112378619,4449.244922648498
182,LOAD,122443811,4083.5056987894636
183,LOAD,113191741,4417.283412930277
184,LOAD,123283044,4055.707774379744
185,LOAD,114484714,4367.395283880432
186,LOAD,121041652,4130.809450617875
187,LOAD,112769937,4433.805793471358
188,LOAD,122933996,4067.2231951200874
189,LOAD,115158718,4341.833676891054
190,LOAD,123388871,4052.2293132903374
191,LOAD,114478488,4367.632808008436
192,LOAD,123438589,4050.597175896105
193,LOAD,114012397,4385.488009694244
194,LOAD,120284181,4156.822583345353
195,LOAD,118065187,4234.9486135993675
196,LOAD,116626598,4287.186701613297
197,LOAD,114163879,4379.668984442969
198,LOAD,127998902,3906.283508588222
199,LOAD,115729092,4320.434830681987
200,LOAD,114062761,4383.551613308747
201,LOAD,120189261,4160.105452349857
202,LOAD,125966207,3969.3185331840623
203,LOAD,120346794,4154.659907267659
204,LOAD,111825495,4471.252284642246
205,LOAD,114143608,4380.446778938335
206,LOAD,122274712,4089.15295584585
207,LOAD,115908365,4313.7525061284405
208,LOAD,127465936,3922.616627551379
209,LOAD,133150962,3755.1362189932956
210,LOAD,122179052,4092.3545551818493
211,LOAD,119423279,4186.788406638876
212,LOAD,115719033,4320.810389074025
213,LOAD,113592184,4401.711300840911
214,LOAD,117854741,4242.510702221135
215,LOAD,114040677,4384.400488958865
216,LOAD,118307941,4226.25899642696
217,LOAD,117629681,4250.627866618121
218,LOAD,116997221,4273.605780773203
219,LOAD,119509796,4183.757455330273
220,LOAD,114477499,4367.67054109035
221,LOAD,125768927,3975.544770291314
222,LOAD,121121140,4128.098530116213
223,LOAD,119080795,4198.829878487123
224,LOAD,117409684,4258.592502471943
225,LOAD,117287247,4263.038077788628
226,LOAD,123234989,4057.2892816990475
227,LOAD,116734428,4283.226538789396
228,LOAD,120523509,4148.568226635352
229,LOAD,117364746,4260.223082662319
230,LOAD,118965302,4202.906154939194
231,LOAD,115349028,4334.670249670417
232,LOAD,124128643,4028.0791597794237
233,LOAD,120746536,4140.905541174282
234,LOAD,120686414,4142.968404049191
235,LOAD,118776132,4209.59995565439
236,LOAD,122759257,4073.0125957018463
237,LOAD,118819881,4208.049997962883
238,LOAD,121743377,4106.999594729495
239,LOAD,124295162,4022.682717127799
240,LOAD,122662692,4076.219034879815
241,LOAD,121858548,4103.117985617226
242,LOAD,124862353,4004.4095597013134
243,LOAD,126742458,3945.0079151849804
244,LOAD,126096489,3965.2174613680168
245,LOAD,119405222,4187.421551797793
246,LOAD,120473349,4150.295514736625
247,LOAD,133444402,3746.878793761615
248,LOAD,122628066,4077.370020660686
249,LOAD,122776991,4072.4242867297507
250,LOAD,123353987,4053.3752670677763
251,LOAD,122210709,4091.2944871304203
252,LOAD,120417897,4152.206710602162
253,LOAD,127994107,3906.4298483679413
254,LOAD,120951846,4133.876551168966
255,LOAD,124127153,4028.1275121165468
256,LOAD,119583057,4181.194330899234
257,LOAD,122697258,4075.070691473806
258,LOAD,128661295,3886.172605366672
259,LOAD,119875397,4170.997656841962
260,LOAD,123066705,4062.8373043708284
261,LOAD,122651470,4076.5919886651177
262,LOAD,123217534,4057.864037434802
263,LOAD,123216746,4057.889988427385
264,LOAD,122882917,4068.9138263213595
265,LOAD,121110763,4128.45223343197
266,LOAD,126109033,3964.823043247029
267,LOAD,122315470,4087.790366991191
268,LOAD,121937356,4100.466144271653
269,LOAD,128430138,3893.167194136317
270,LOAD,121488173,4115.626959012709
271,LOAD,125285511,3990.8844686757116
272,LOAD,125749391,3976.1623974783306
273,LOAD,122223689,4090.8599968701647
274,LOAD,128039782,3905.0363269128343
275,LOAD,122558596,4079.6812000033033
276,LOAD,125335940,3989.2787336178276
277,LOAD,128072971,3904.02437060666
278,LOAD,123338302,4053.890737039659
279,LOAD,127114786,3933.4527141476683
280,LOAD,123941924,4034.1474770070536
281,LOAD,123717477,4041.466186705375
282,LOAD,127639180,3917.2924802556704
283,LOAD,126229835,3961.0287060899664
284,LOAD,126826930,3942.380376155127
285,LOAD,133046795,3758.076246782194
286,LOAD,126979978,3937.628655125456
287,LOAD,123011197,4064.670633194473
288,LOAD,128347164,3895.6840526682768
289,LOAD,124374887,4020.104154948901
290,LOAD,125990731,3968.5459083494006
291,LOAD,125010034,3999.678937772307
292,LOAD,126905096,3939.952104051046
293,LOAD,124010035,4031.931770682913
294,LOAD,127573456,3919.310612703006
295,LOAD,127970982,3907.1357598865657
296,LOAD,127497025,3921.66013285408
297,LOAD,127198967,3930.8495327638943
298,LOAD,126930687,3939.157754657075
299,LOAD,123605898,4045.1144167893995
300,LOAD,130831982,3821.6955239583544
301,LOAD,139290140,3589.6295315662687
302,LOAD,128328509,3896.250364757219
303,LOAD,125891429,3971.6762608199483
304,LOAD,129971840,3846.987162757717
305,LOAD,124971216,4000.921300149628
306,LOAD,131019916,3816.2137121199194
307,LOAD,130493861,3831.597871105983
308,LOAD,122535958,4080.4349038508353
309,LOAD,131155421,3812.270939224083
310,LOAD,138566029,3608.388027053875
311,LOAD,143795443,3477.1616510823646
312,LOAD,117778371,4245.261636366155
313,LOAD,131350270,3806.615700142832
314,LOAD,127208177,3930.564935302862
315,LOAD,120747739,4140.864285665838
316,LOAD,125590753,3981.184824968762
317,LOAD,127449679,3923.1169817226455
318,LOAD,126970134,3937.933939645996
319,LOAD,133881225,3734.6536080768606
320,LOAD,127127329,3933.0646205899598
321,LOAD,126993977,3937.1945962445134
322,LOAD,125857591,3972.7440834299778
323,LOAD,134142968,3727.366461729101
324,LOAD,129282838,3867.489356940014
325,LOAD,127091959,3934.159201999554
326,LOAD,129547011,3859.6027506956534
327,LOAD,128144719,3901.838514312869
328,LOAD,131718395,3795.9770159665245
329,LOAD,132305380,3779.1358144317337
330,LOAD,131817384,3793.12640584644
331,LOAD,129764406,3853.136737665951
332,LOAD,127893370,3909.506802424551
333,LOAD,132388306,3776.7686218448935
334,LOAD,129092126,3873.202924863132
335,LOAD,129622342,3857.359713497539
336,LOAD,129095421,3873.104066177529
337,LOAD,127828883,3911.4790669022746
338,LOAD,133901241,3734.095339713842
339,LOAD,129382617,3864.50677528033
340,LOAD,130568884,3829.3962901605255
341,LOAD,130595537,3828.614755801341
342,LOAD,128776624,3882.6922501089953
343,LOAD,131983608,3788.3492319743223
344,LOAD,133450911,3746.6960416628403
345,LOAD,129787675,3852.4459275505164
346,LOAD,131075008,3814.609723312014
347,LOAD,132794177,3765.2253381562055
348,LOAD,134883423,3706.904739509762
349,LOAD,131306756,3807.8771818869704
350,LOAD,131536741,3801.2193110364506
351,LOAD,132140165,3783.860872279068
352,LOAD,131522023,3801.644687293169
353,LOAD,130358182,3835.585862957187
354,LOAD,132933349,3761.283408274022
355,LOAD,130972134,3817.6059649451845
356,LOAD,130889041,3820.0295164512668
357,LOAD,156322634,3198.5131468549844
358,LOAD,128475843,3891.782208426529
359,LOAD,138999849,3597.126209827753
360,LOAD,132379012,3777.0337793426047
361,LOAD,136806442,3654.7986534142888
362,LOAD,133387665,3748.4725442941067
363,LOAD,138657456,3606.008752966014
364,LOAD,123658113,4043.4063553921446
365,LOAD,131200610,3810.9578911256585
366,LOAD,128448385,3892.614142248655
367,LOAD,136333263,3667.4835546186555
368,LOAD,123675976,4042.8223505590126
369,LOAD,131019768,3816.2180229169694
370,LOAD,133194489,3753.909067514047
371,LOAD,126646533,3947.9959550096805
372,LOAD,128455751,3892.3909292313433
373,LOAD,137485837,3636.7382336262026
374,LOAD,131162870,3812.054432782692
375,LOAD,136286111,3668.7524233485537
376,LOAD,135244015,3697.021269296094
377,LOAD,133423163,3747.4752416115334
378,LOAD,132374666,3777.1577833480615
379,LOAD,133113655,3756.1886494665027
380,LOAD,131404392,3805.0478556302746
381,LOAD,134463211,3718.4892156115475
382,LOAD,170775672,2927.817493817269
383,LOAD,146745563,3407.2580443198817
384,LOAD,139682775,3579.539424241822
385,LOAD,135939455,3678.1080224280727
386,LOAD,134021988,3730.7311095847945
387,LOAD,135864595,3680.1346222685906
388,LOAD,133549410,3743.9326763031
389,LOAD,133457529,3746.5102474660684
390,LOAD,161652532,3093.053933729909
391,LOAD,139410460,3586.5314553872067
392,LOAD,136825257,3654.296077806746
393,LOAD,127475973,3922.307774814945
394,LOAD,127798260,3912.416334932886
395,LOAD,128501590,3891.002438179948
396,LOAD,136249592,3669.7357596491006
397,LOAD,134645676,3713.450107376638
398,LOAD,130148557,3841.7636854782804
399,LOAD,135210302,3697.9430753730585
400,LOAD,135969470,3677.2960871289706
401,LOAD,132933834,3761.269685488797
402,LOAD,138610094,3607.2408983432333
403,LOAD,134478802,3718.05810703162
404,LOAD,133242236,3752.5638642089434
405,LOAD,135379514,3693.3209850347075
406,LOAD,135154712,3699.4640630805384
407,LOAD,137367933,3639.859675256233
408,LOAD,154741435,3231.1966087169862
409,LOAD,133918005,3733.6279016402614
410,LOAD,135264876,3696.451102354169
411,LOAD,137379839,3639.544227446649
412,LOAD,136252701,3669.652023999143
413,LOAD,135796675,3681.97527664061
414,LOAD,139039854,3596.091232949655
415,LOAD,138357747,3613.8200486887085
416,LOAD,143929765,3473.9166009199002
417,LOAD,158682297,3150.950102518367
418,LOAD,140786594,3551.4745104210706
419,LOAD,128863032,3880.0887441481277
420,LOAD,144975563,3448.8571015240686
421,LOAD,136438956,3664.6425233567456
422,LOAD,134834736,3708.243252688239
423,LOAD,139022796,3596.532470833057
424,LOAD,146648452,3409.5143397763245
425,LOAD,145970170,3425.3573863755864
426,LOAD,147138827,3398.1513254825663
427,LOAD,141714310,3528.2252018162458
428,LOAD,126186753,3962.3810591274982
429,LOAD,146303708,3417.548378199683
430,LOAD,141928378,3522.903643695555
431,LOAD,138088073,3620.877525027089
432,LOAD,136780954,3655.4796949288716
433,LOAD,141955290,3522.2357687409885
434,LOAD,138680978,3605.3971295183683
435,LOAD,138307738,3615.126725592172
436,LOAD,136784896,3655.3743477642442
437,LOAD,138564762,3608.4210212117277
438,LOAD,137626911,3633.010407390456
439,LOAD,140052110,3570.099729307898
440,LOAD,140437433,3560.3043242751382
441,LOAD,139555338,3582.808133071914
442,LOAD,140968241,3546.8981981551433
443,LOAD,138659962,3605.943581608655
444,LOAD,135194504,3698.375194305236
445,LOAD,143598791,3481.9234654977004
446,LOAD,141284077,3538.9692215634464
447,LOAD,144544899,3459.1327916732644
448,LOAD,139148748,3593.277030419275
449,LOAD,144206314,3467.254561405681
450,LOAD,143251829,3490.3568316743795
451,LOAD,142129049,3517.9296809338393
452,LOAD,131059917,3815.0489596296634
453,LOAD,128803201,3881.8911030013924
454,LOAD,142929283,3498.2334585698577
455,LOAD,143685004,3479.834263010495
456,LOAD,143084503,3494.4385276999565
457,LOAD,142342826,3512.6462924095663
458,LOAD,137761100,3629.471599747679
459,LOAD,140092987,3569.0580285792607
460,LOAD,142426485,3510.5830211284087
461,LOAD,147277772,3394.9454368443326
462,LOAD,142670358,3504.5822202254517
463,LOAD,147033826,3400.5780411372825
464,LOAD,141019697,3545.6039875053766
465,LOAD,142568762,3507.0796223930174
466,LOAD,141292487,3538.7585753232584
467,LOAD,147391803,3392.318906635534
468,LOAD,138654639,3606.082015041704
469,LOAD,154791547,3230.1505456237865
470,LOAD,160561801,3114.0657172872643
471,LOAD,141635262,3530.194338186772
472,LOAD,142262402,3514.6320670165546
473,LOAD,143797797,3477.104729219183
474,LOAD,137288275,3641.9716104670993
475,LOAD,144966893,3449.0633664887882
476,LOAD,141816251,3525.689026993105
477,LOAD,137027134,3648.912338778099
478,LOAD,159600788,3132.8166124092068
479,LOAD,139173885,3592.6280278803742
480,LOAD,147658059,3386.2019004326744
481,LOAD,137495261,3636.4889696089235
482,LOAD,142935047,3498.0923887757212
483,LOAD,140599415,3556.2025631472225
484,LOAD,142877626,3499.4982349440775
485,LOAD,146307555,3417.4585174360955
486,LOAD,139970191,3572.189167049147
487,LOAD,139542828,3583.1293314479767
488,LOAD,152655796,3275.3423918473427
489,LOAD,117274848,4263.488791731369
490,LOAD,146949786,3402.5228182367005
491,LOAD,130789512,3822.936505795664
492,LOAD,148738723,3361.599386596858
493,LOAD,139780476,3577.037468380062
494,LOAD,141044036,3544.992146991596
495,LOAD,140279150,3564.321568814753
496,LOAD,141354661,3537.2020735842593
497,LOAD,135266836,3696.3975412273267
498,LOAD,154471501,3236.843021289733
499,LOAD,146257098,3418.6375009300405
500,LOAD,143744375,3478.396980751421
501,LOAD,146084894,3422.667370385332
502,LOAD,147986235,3378.6926196210075
503,LOAD,144448682,3461.436913629991
504,LOAD,141707873,3528.3854694509455
505,LOAD,140310154,3563.5339691808763
506,LOAD,140207001,3566.1557299838405
507,LOAD,144340568,3464.029599772671
508,LOAD,151667255,3296.6905084423133
509,LOAD,146737881,3407.4364205927163
510,LOAD,136046172,3675.222850077693
511,LOAD,136276630,3669.007664777152
512,LOAD,147941932,3379.7044099707987
513,LOAD,147836403,3382.116920147198
514,LOAD,147939365,3379.763053599696
515,LOAD,144172787,3468.060862276319
516,LOAD,146774251,3406.592073155938
517,LOAD,144718331,3454.987329835914
518,LOAD,142223245,3515.599717894216
519,LOAD,153849342,3249.9326516456604
520,LOAD,151195719,3306.9719388020503
521,LOAD,143507994,3484.126466153516
522,LOAD,162827697,3070.7306509407917
523,LOAD,147146818,3397.9667844397422
524,LOAD,143720375,3478.9778415203828
525,LOAD,143296555,3489.2674146981412
526,LOAD,147246549,3395.6653204823156
527,LOAD,144745234,3454.345170356352
528,LOAD,153877328,3249.3415794170796
529,LOAD,143174534,3492.241155120505
530,LOAD,143017386,3496.078441819654
531,LOAD,147929041,3379.99892799954
532,LOAD,144291806,3465.2002345857395
533,LOAD,152252857,3284.0106245099887
534,LOAD,150909420,3313.24578677726
535,LOAD,141254337,3539.7143239573593
536,LOAD,147034659,3400.5587757373582
537,LOAD,150556540,3321.011495083508
538,LOAD,147736052,3384.414252521111
539,LOAD,145013974,3447.94357542398
540,LOAD,143745137,3478.3785415989414
541,LOAD,149586582,3342.545790637826
542,LOAD,152689824,3274.612458784418
543,LOAD,146983354,3401.745751427063
544,LOAD,157224355,3180.168873963579
545,LOAD,141591100,3531.295399216476
546,LOAD,141911873,3523.313373504696
547,LOAD,150915829,3313.1050819062857
548,LOAD,157481914,3174.9677616948443
549,LOAD,146380921,3415.745689972807
550,LOAD,147878320,3381.1582387465587
551,LOAD,149029124,3355.0489097688046
552,LOAD,160721241,3110.976476345152
553,LOAD,143806175,3476.902156670254
554,LOAD,163162168,3064.435868491279
555,LOAD,154466125,3236.955675556696
556,LOAD,140416887,3560.8252731026573
557,LOAD,144639105,3456.879797479389
558,LOAD,144951009,3449.441321239785
559,LOAD,147454689,3390.872161413599
560,LOAD,144609119,3457.5966125621717
561,LOAD,160551473,3114.2660397765394
562,LOAD,148531086,3366.298688477912
563,LOAD,160545287,3114.3860361344646
564,LOAD,149070886,3354.108997514109
565,LOAD,146781589,3406.4217686047805
566,LOAD,146467151,3413.734728819843
567,LOAD,165175451,3027.0842124112014
568,LOAD,153010161,3267.756838710862
569,LOAD,133776904,3737.5659403808595
570,LOAD,147627529,3386.9021813675413
571,LOAD,140988787,3546.3813161255157
572,LOAD,137320312,3641.121933949582
573,LOAD,145380884,3439.2417093845706
574,LOAD,139948570,3572.7410433704326
575,LOAD,141542999,3532.495450375472
576,LOAD,144290865,3465.2228330601524
577,LOAD,143839292,3476.101648220015
578,LOAD,150384483,3324.8111109974025
579,LOAD,161285148,3100.0994586308716
580,LOAD,148297746,3371.595411841256
581,LOAD,157915176,3166.2568010562836
582,LOAD,153038996,3267.14114094162
583,LOAD,160682111,3111.7340747409025
584,LOAD,146899958,3403.6769431887788
585,LOAD,149447031,3345.6670009054915
586,LOAD,153012625,3267.70421721737
587,LOAD,148905323,3357.8383225427074
588,LOAD,157694744,3170.6827210423703
589,LOAD,152856564,3271.0404245381314
590,LOAD,144449501,3461.4172879697244
591,LOAD,151255622,3305.662251681462
592,LOAD,151320123,3304.2531957233473
593,LOAD,153258108,3262.4701330646726
594,LOAD,150626604,3319.466725811597
595,LOAD,148432101,3368.54357400762
596,LOAD,153771840,3251.5706386813085
597,LOAD,147412139,3391.850924841407
598,LOAD,147418403,3391.7068006767104
599,LOAD,155453461,3216.396706664511
600,LOAD,144810595,3452.7860340605603
601,LOAD,170523357,2932.149640943322
602,LOAD,143843699,3475.9951494295206
603,LOAD,149241974,3350.2639143596425
604,LOAD,143628014,3481.215022579091
605,LOAD,140962186,3547.0505543947793
606,LOAD,144469546,3460.9370199031428
607,LOAD,149327484,3348.3454392093017
608,LOAD,141224759,3540.4556788799337
609,LOAD,148065312,3376.888166757113
610,LOAD,149052323,3354.5267187818336
611,LOAD,157420483,3176.2067455986653
612,LOAD,145409619,3438.5620665163838
613,LOAD,158821468,3148.189009309497
614,LOAD,151093059,3309.2188569694654
615,LOAD,156302002,3198.935353368027
616,LOAD,151435357,3301.7388402894576
617,LOAD,151846653,3292.795660105857
618,LOAD,142307943,3513.507324043044
619,LOAD,175452896,2849.7677234122143
620,LOAD,148664673,3363.273802108992
621,LOAD,143654578,3480.5712909476506
622,LOAD,152234155,3284.4140659499176
623,LOAD,149464876,3345.267553026973
624,LOAD,145974259,3425.2614359905742
625,LOAD,152058402,3288.2102759438444
626,LOAD,165645543,3018.49353109368
627,LOAD,150313715,3326.376438770075
628,LOAD,166393392,3004.9270225827236
629,LOAD,155571896,3213.948102811577
630,LOAD,183164297,2729.7896379882372
631,LOAD,154139647,3243.8117624597908
632,LOAD,178657271,2798.6546374594514
633,LOAD,144789662,3453.2852214269274
634,LOAD,144537103,3459.3193693663557
635,LOAD,151480349,3300.758172929744
636,LOAD,140850908,3549.8528699580693
637,LOAD,152970476,3268.6045900778918
638,LOAD,145990825,3424.8727616958117
639,LOAD,152303053,3282.9282811553358
640,LOAD,155739965,3210.47972496976
641,LOAD,155599632,3213.375209010777
642,LOAD,157215625,3180.3454650261383
643,LOAD,165836875,3015.01098594628
644,LOAD,158133236,3161.8906477067226
645,LOAD,163432156,3059.373456469607
646,LOAD,146252431,3418.746591637851
647,LOAD,154657455,3232.9511694085486
648,LOAD,150764856,3316.4227610179923
649,LOAD,148503172,3366.931448440711
650,LOAD,150520099,3321.8155138205166
651,LOAD,165013319,3030.05844031293
652,LOAD,151694393,3296.100733268368
653,LOAD,157646318,3171.6566954643367
654,LOAD,155766223,3209.938524348761
655,LOAD,166791135,2997.7612419269162
656,LOAD,157362895,3177.3690996216105
657,LOAD,154424948,3237.8188011434527
658,LOAD,157020746,3184.2926029659798
659,LOAD,159498673,3134.822319180047
660,LOAD,152501408,3278.65825343724
661,LOAD,161775114,3090.710231241129
662,LOAD,148007940,3378.1971426668056
663,LOAD,150031652,3332.6301039463324
664,LOAD,145466290,3437.2224657685297
665,LOAD,147260220,3395.350081644588
666,LOAD,147352549,3393.222603838363
667,LOAD,159906823,3126.8209237075516
668,LOAD,148413013,3368.9768160693566
669,LOAD,155991212,3205.30877085563
670,LOAD,153947874,3247.852581582257
671,LOAD,165806484,3015.5636133023604
672,LOAD,154707905,3231.896909210942
673,LOAD,159934367,3126.2824205881907
674,LOAD,147107382,3398.877698741182
675,LOAD,155075501,3224.235915897508
676,LOAD,149365845,3347.4854977722653
677,LOAD,160112425,3122.8057410285305
678,LOAD,149497663,3344.533887462843
679,LOAD,159444120,3135.894882796556
680,LOAD,148218390,3373.4005611584366
681,LOAD,149293133,3349.1158632192414
682,LOAD,148539430,3366.109591237828
683,LOAD,165152812,3027.499162412082
684,LOAD,159109595,3142.488044168549
685,LOAD,144670435,3456.131171514069
686,LOAD,161473414,3096.484973061881
687,LOAD,149451334,3345.570672524074
688,LOAD,168052231,2975.26546969793
689,LOAD,155129319,3223.1173528196823
690,LOAD,157676974,3171.040053064438
691,LOAD,148864900,3358.7501150371913
692,LOAD,160294130,3119.265814662084
693,LOAD,149415121,3346.3815218541367
694,LOAD,158885588,3146.918523535313
695,LOAD,145824697,3428.774482555585
696,LOAD,168448014,2968.2748292894685
697,LOAD,157625934,3172.06685036994
698,LOAD,159725190,3130.3766174890757
699,LOAD,151153701,3307.89121729808
700,LOAD,154297577,3240.4915859436987
701,LOAD,148618546,3364.3176673253147
702,LOAD,158734287,3149.9180766156715
703,LOAD,149177285,3351.716717461375
704,LOAD,159923153,3126.501639196671
705,LOAD,147990106,3378.60424263768
706,LOAD,161510518,3095.77361395126
707,LOAD,148043148,3377.3937311843706
708,LOAD,162046963,3085.525274546491
709,LOAD,152074768,3287.856404949439
710,LOAD,163660863,3055.098151352165
711,LOAD,152339447,3282.1439873022514
712,LOAD,159674737,3131.3657338292655
713,LOAD,148490479,3367.219254508567
714,LOAD,158719046,3150.2205475705796
715,LOAD,149752827,3338.835132641603
716,LOAD,164713866,3035.5671452699676
717,LOAD,151909196,3291.439973127104
718,LOAD,167145346,2991.408447591475
719,LOAD,170947626,2924.8724401706518
720,LOAD,168595905,2965.67108198743
721,LOAD,170549720,2931.6963991497614
